abstract,access_type,article_number,authors,citing_paper_count,conference_dates,conference_location,content_type,doi,download_count,eisbn,eissn,end_page,html_url,index_terms,is_open_access,isbn,issn,issue,pdf_url,publication_date,publication_title,publication_year,publisher,start_page,title,volume
"Chronic diseases are a global health problem that and more scholars have conducted research on image enhancement behavior recognition technology, mainly including image feature extraction, image modeling, feature selection, etc. The feature extraction technology of images is one of the important techniques for image denoising. The grayscale and grayscale values of each pixel in the image are repre...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10549553,Jiajia Song; Yihan Sun; Yujie Wang,0,,,IEEE Conferences,10.1109/ICDCECE60827.2024.10549553,95,,,05,,,False,,,,,26-27 April 2024,2024 Third International Conference on Distributed Computing and Electrical Circuits and Electronics (ICDCECE),2024,IEEE,01,Application of Network Image Enhancement Integrating Artificial Intelligence in Chronic Disease Management,
"The Metaverse emerges as a completely virtual reality offering diverse possibilities through the immersive use of technology. Currently, [::artificial::] [::intelligence::] and blockchain have proven to be highly valuable in the ongoing technological revolution, with [::artificial::] [::intelligence::] providing automation, personalization, prediction and numerous other functionalities, and blockc...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11118329,Marcos Paulo Caetano Mendes Queiroz; Analúcia Schiaffino Morales; Luciana de Oliveira Berretta; Arlindo Galvão Filho; Iwens Sene,0,,,IEEE Conferences,10.1109/LCIoT64881.2025.11118329,17,,,317,,,False,,,,,23-25 April 2025,2025 IEEE Latin Conference on IoT (LCIoT),2025,IEEE,314,Artificial Intelligence and Blockchain in the Metaverse,
"In recent years, with the rapid development of social economy, science and technology have also made great progress. [::Artificial::] [::intelligence::] and other advanced technologies continue to flow out, and has been widely used in various fields of society. Its application in the field of education compared with the traditional teaching methods have a more significant positive impact. We shoul...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9525989,Yucong,0,,,IEEE Conferences,10.1109/IEIT53597.2021.00086,138,,,366,,,False,,,,,16-18 April 2021,"2021 International Conference on Internet, Education and Information Technology (IEIT)",2021,IEEE,362,A Study on the Teaching Design of Research on the Teaching Design of Foreign Language Classroom in Colleges and Universities in the Era of Artificial Intelligence,
"The introduction of [::Artificial::] [::Intelligence::] (AI) has transformed how organizations work, including sales operations. In the sales sector, [::artificial::] [::intelligence::] (AI) has become a game-changer, enabling businesses to enhance customer experiences, sales procedures, and income. AI has a wide-ranging influence on sales operations, including lead generation, customer segmentati...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10961942,P. Nalini; V. Anandavel,0,,,IEEE Conferences,10.1109/EmergIN63207.2024.10961942,108,,,61,,,False,,,,,20-21 Dec. 2024,2024 International Conference on Emerging Technologies and Innovation for Sustainability (EmergIN),2024,IEEE,58,The Expanding Scope of Artificial Intelligence (AI) in Sales Processes: A Study on AI Applications and Their Impact on Improved Sustainable Process Enablement,
"This study examines ChatGPT, an [::Artificial::] [::Intelligence::] (AI) tool, to enhance learning and assessment in educational settings. The core of the research is the &#34;Microbe Detectives&#34; activity, where students use biochemical tests to identify microorganisms and then use ChatGPT to validate their findings. This approach is designed to improve students&#39; laboratory skills and promote the ethi...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10854897,Angel Hernandez Aguirre,0,,,IEEE Conferences,10.1109/WEEF-GEDC63419.2024.10854897,30,,,4,,,False,,,,,2-5 Dec. 2024,2024 World Engineering Education Forum - Global Engineering Deans Council (WEEF-GEDC),2024,IEEE,1,Microbe Detectives VS ChatGPT: Who Solves Better,
"At present, China&#x0027;s emerging technologies enjoy vigorous development, and emerging industrial chain with [::artificial::] [::intelligence::] and big data as the mainstay has dominated China&#x0027;s new economic form. With it, the question of how to cultivate innovative and compound talents in emerging disciplines has become one core difficulty in the current higher education. The highly in...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9610495,Qingyang Xu; Ying Zhi; Zhonghua Qi; Xiaoli Wen,0,,,IEEE Conferences,10.1109/CIPAE53742.2021.00012,247,,,17,,,False,,,,,25-27 May 2021,"2021 International Conference on Computers, Information Processing and Advanced Education (CIPAE)",2021,IEEE,14,Practice and Exploration of Artificial Intelligence Education in Chinese Universities Based on the STEAM Concept,
[::Artificial::] [::Intelligence::] applications have spread to various areas of knowledge. Some of the applications of Machine Learning are Large Language Models and Natural Language Processing. An efficient way of communication between users and [::Artificial::] [::Intelligence::] information models is through Prompt Engineering. This article explores using [::Artificial::] [::Intelligence::] to...,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10913916,Hector Rafael Morano-Okuno; Guillermo Sandoval-Benitez,0,,,IEEE Conferences,10.1109/ICEET65156.2024.10913916,22,,,6,,,False,,,,,27-28 Dec. 2024,2024 International Conference on Engineering and Emerging Technologies (ICEET),2024,IEEE,1,Exploring Artificial Intelligence to Assist Kinematics Analysis of Rigid Bodies,
"At present, the learning machine on the market is seriously homogenized, and there is no machine for detecting the sequence of Chinese stroke writing. Most fonts are simply animated strokes, and students still cannot learn Chinese characters or English words without parents or teachers&#39; checks and prompts. In order to make up the blank of Chinese character writing and improve students&#39; learning ef...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10504231,Rui Wang,0,,,IEEE Conferences,10.1109/ICCECE61317.2024.10504231,36,,,305,,,False,,,,,12-14 Jan. 2024,2024 4th International Conference on Consumer Electronics and Computer Engineering (ICCECE),2024,IEEE,302,A Method for Constructing a Dictation System Based on Artificial Intelligence Technology and a Dictation Machine,
"Summary One of the main challenges of [::artificial::] [::intelligence::] is that it can only simulate one or a limited number of forms of human [::intelligence::]. Different approaches to [::artificial::] [::intelligence::] are possible in healthcare. Vector differentiation is a technique more commonly used in image analysis, as well as in temporal data. Vector differentiation can also be perf...","{'type': 'locked', 'message': 'Full text access may be available.'}",10952485,,0,,,Wiley Books,10.1002/9781394277568.ch1,0,,,27,,,False,,,,,,[::Artificial::] [::Intelligence::] in Health,2024,Wiley,5,From Human to Artificial Intelligence,
"The ethical impacts of [::Artificial::] [::Intelligence::] (AI) are causing con-cern in many areas of AI research and development. The implemen-tation of AI ethics is still, in many ways, a work in progress, but various initiatives are tackling the issues by creating guidelines and implementation methods. This study investigates concerns about the negative impacts of AI systems posed by researcher...","{'type': 'open-access', 'message': 'Open Access'}",10653703,Marianna Jantunen; Richard Meyes; Veronika Kurchyna; Tobias Meisen; Pekka Abrahamsson; Rahul Mohanani,0,,,IEEE Conferences,10.1145/3643690.3648238,633,,,31,,,False,,,,,16-16 April 2024,2024 IEEE/ACM International Workshop on Software-Intensive Business (IWSiB),2024,IEEE,24,Researchers' Concerns on Artificial Intelligence Ethics: Results from a Scenario-Based Survey,
"Our objective was to investigate how [::artificial::] [::intelligence::] (AI) predictions calculated on structured hospital data are presented to clinicians. We performed a systematic review of 5 databases and 9 other reviews, identifying 31 studies on 21 implemented clinical AI systems. We report current approaches to presenting AI predictions to clinicians, whether and how interaction on the use...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11008811,Monica Noselli; Anton Van Der Vegt; Maxime Cordeil; Victoria Campbell; Audrey P. Wang; Amith Shetty; Ian A. Scott,0,,,IEEE Journals,10.1109/JBHI.2025.3572494,65,,,7632,,,False,,,10,,Oct. 2025,IEEE Journal of Biomedical and Health Informatics,2025,IEEE,7619,Presenting Artificial Intelligence Predictions Based on Electronic Medical Records to Clinicians in Hospitals: A Systematic Review,29
"The main goal of the article is to point out the rapid development in the field of [::artificial::] [::intelligence::]. At the same time, the most common areas of current use of [::artificial::] [::intelligence::] are listed here. In the introduction are explained definitions of [::artificial::] [::intelligence::] and its parts as machine learning, natural language processing, and large language m...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11061310,Vlastimil Malý; Ladislav Buřita; Pavel Kozak,0,,,IEEE Conferences,10.1109/ICMT65201.2025.11061310,34,,,7,,,False,,,,,27-30 May 2025,2025 International Conference on Military Technologies (ICMT),2025,IEEE,1,How About Artificial Intelligence,
"Starting from the actual business needs of power grid production, operation, and management, extract common key technologies of [::artificial::] [::intelligence::], build an electric power [::artificial::] [::intelligence::] platform, provide sample labeling and management, model training, and model reasoning for business personnel, model developers, and application developers, and support power i...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9994566,Bo Gao; Xuwei Xia; Zhixiang Ji; Shuang Zhang; Zhenhua Yan; Yongliang Li,0,,,IEEE Conferences,10.1109/AUTEEE56487.2022.9994566,99,,,951,,,False,,,,,18-20 Nov. 2022,"2022 IEEE 5th International Conference on Automation, Electronics and Electrical Engineering (AUTEEE)",2022,IEEE,945,Research and Application of Task Scheduling and Resource Management Technology in Electric Power Artificial Intelligence Platform,
